,name,legislature,iniciative,type,principal,secondary,abstract,status_date1,status1,status_notes1,status date,status,notes,authors,link
523,Por medio de la cual se fortalece la educación en cuidados paliativos. [Educación en cuidados paliativos],Jul 2018 - Jul 2019,Legislativa,Proyecto de Ley,Seguridad Social y salud,"Educación, cultura, ciencia y tecnología","La presente iniciativa legislativa pretende fortalecer la formación en estos cuidados paliativos durante de los cursos de pregrado de medicina, enfermería, fisioterapia y psicología.",8/29/2018,Radicado - Gaceta: S/N,Sin anotaciones,6/16/2020,Retirado por el Autor - Gaceta: S/N,Art. 155 Ley 5 de 1992,María Del Rosario Guerra De La Espriella,ppor-medio-de-la-cual-se-fortalece-la-educacion-en-cuidados-paliativos-educacion-en-cuidados-paliativos/9595
524,"Por medio de la cual se crea en nuestra legislación el Pacto Arbitral Ejecutivo, su procedimiento especial y otras disposiciones relacionadas con el Estatuto Arbitral y la Conciliación. [Crea el Pacto Arbitral Ejecutivo]",Jul 2018 - Jul 2019,Legislativa,Proyecto de Ley,"Comercio, industria y turismo",Asuntos administrativos,"La creación de un sistema de ejecución eficiente mediante árbitros y conciliadores permitirá una gran descongestión del sistema judicial, ahorro de recursos a la rama judicial y el desarrollo de una actividad extrajudicial importante, que aumentaría la oferta de justicia generando mayor seguridad jurídica. Lo anterior además de la generación de importantes fuentes de empleo calificado alrededor del tema del nuevo sistema de ejecución de obligaciones creado, resolviendo de forma efectiva y permanente los graves problemas de congestión de la justicia ordinaria.",12/13/2018,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2019,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Esperanza Andrade Serrano,ppor-medio-de-la-cual-se-crea-en-nuestra-legislacion-el-pacto-arbitral-ejecutivo-su-procedimiento-especial-y-otras-disposiciones-relacionadas-con-el-estatuto-arbitral-y-la-conciliacion-crea-el-pacto-arbitral-ejecutivo/9851
525,Por medio de la cual se crea la petición especial en salud. [Crea la petición especial en salud],Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,Seguridad Social y salud,Derechos Fundamentales,La presente Ley crea la Petición Especial en Salud (PES) como mecanismo sumario para garantizar a toda persona el acceso a la salud.,7/24/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Edgar Jesús Díaz Contreras, Richard Alfonso Aguilar Villa, José Ritter López Peña, Roy Leonardo Barreras Montealegre, Horacio José Serpa Moncada, Miguel Ángel Pinto Hernández, Guillermo García Realpe, Laura Ester Fortich Sánchez, Andrés Cristo Bustos, Julián Bedoya Pulgarín, Fabio Raúl Amín Saleme, Luis Fernando Velasco Cháves",ppor-medio-de-la-cual-se-crea-la-peticion-especial-en-salud-crea-la-peticion-especial-en-salud/10107
526,"Por medio del cual se prohíben las carreras ilegales o clandestinas en todo el territorio nacional y se dictan otras disposiciones. [Prohíbe carreras ilegales, piques]",Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,"Seguridad, defensa y fuerza pública",Tránsito y transporte,"El presente proyecto de ley tiene por objeto prohibir las carreras clandestinas de vehículos automotores en todo el territorito nacional,  establecer cuáles son las entidades autorizadas para permitir y organizar carreras de vehículos automotores, modificar artículos del código penal, modificar el código nacional de tránsito y se dictan otras disposiciones.",9/3/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Eduardo Enrique Pulgar Daza,ppor-medio-del-cual-se-prohiben-las-carreras-ilegales-o-clandestinas-en-todo-el-territorio-nacional-y-se-dictan-otras-disposiciones-prohibe-carreras-ilegales-piques/10363
527,Por medio de la cual se modifican los artículos 90 y 93 de la Ley 84 de 1873 y se dictan otras disposiciones. [Prohíbe el aborto],Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,Seguridad Social y salud,Bienestar y pobreza,"A través de las modificaciones propuestas a los textos previstos en los artículos 90 y 93 del Código Civil Colombiano, se busca que la Ley reconozca que la existencia legal de una persona principia desde la concepción y que es desde este momento en donde el derecho a la vida debe ser respetado, garantizado y protegido de forma incondicional en todas las etapas de desarrollo en que se encuentre.",7/22/2020,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2021,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"John Milton Rodríguez González, Paloma Susana Valencia Laserna, María Del Rosario Guerra De La Espriella, María Fernanda Cabal Molina, Armando Antonio Zabaraín Darce, Soledad Tamayo Tamayo, María Cristina Tina Soto De Gómez, Ciro Antonio Rodríguez Pinzón, Juan Carlos Rivera Peña, Myriam Alicia Paredes Aguirre, José Gustavo Padilla Orozco, Nidia Marcela Osorio Salgado, Felipe Andrés Muñoz Delgado, Juan Samy Merheg Marún, Adriana Magali Matiz Vargas, Jaime Felipe Lozada Polanco, Buenaventura León León, José Elver Choco Hernández Casas, Juan Carlos García Gómez, Nora María García Burgos, Alfredo Ape Cuello Baute, Efraín José Cepeda Sarabia, Germán Alcides Blanco Álvarez, Diela Liliana Benavides Solarte, Miguel Ángel Barreto Castillo, Esperanza Andrade Serrano",ppor-medio-de-la-cual-se-modifican-los-articulos-90-y-93-de-la-ley-84-de-1873-y-se-dictan-otras-disposiciones-prohibe-el-aborto/10875
528,"Por medio de la cual se establecen alivios a los beneficiarios de créditos reembolsables del Instituto Colombiano de Crédito Educativo y Estudios Técnicos en el Exterior - Icetex-, y se dictan otras disposiciones. [Alivios a los beneficiarios de créditos reembolsables del Icetex]",Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,Economía,"Educación, cultura, ciencia y tecnología","Tiene por objeto establecer alivios a los beneficiarios de créditos reembolsables del Instituto Colombiano de Crédito Educativo y Estudios Técnicos en el Exterior - Icetex-, con el fin de garantizar la permanencia de los estudiantes en su trayectoria académica.",7/27/2021,Radicado - Gaceta: S/N,Sin anotaciones,12/21/2022,Publicada Ponencia Tercer Debate - Gaceta: 1712/22,Informe subcomisión,José Alfredo Gnecco Zuleta,ppor-medio-de-la-cual-se-establecen-alivios-a-los-beneficiarios-de-creditos-reembolsables-del-instituto-colombiano-de-credito-educativo-y-estudios-tecnicos-en-el-exterior--icetex-y-se-dictan-otras-disposiciones-alivios-a-los-beneficiarios-de-creditos-reembolsables-del-icetex/11643
529,"Por la cual se modifica la Ley 1333 de 2009, se ajusta el procedimiento sancionatorio ambiental y se dictan otras disposiciones en materia ambiental. [Procedimiento sancionatorio ambiental]",Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,Justicia,Medio Ambiente,Modifica el régimen sancionatorio ambiental.,8/11/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2022,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,José David Name Cardozo,ppor-la-cual-se-modifica-la-ley-1333-de-2009-se-ajusta-el-procedimiento-sancionatorio-ambiental-y-se-dictan-otras-disposiciones-en-materia-ambiental-procedimiento-sancionatorio-ambiental/11899
530,"Por medio de la cual se fortalecen los mecanismos de prevención, investigación y sanción de los actos de corrupción y control de gestión pública. [Sanción de actos de corrupción]",Jul 2018 - Jul 2019,Legislativa,Proyecto de Ley,Corrupción,Administración pública,"La presente ley tiene por objeto fortalecer y hacer más eficientes los mecanismos de prevención, investigación y sanción de los actos de corrupción y control de gestión pública en el país.",8/29/2018,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2019,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Álvaro Uribe Velez, María Del Rosario Guerra De La Espriella",ppor-medio-de-la-cual-se-fortalecen-los-mecanismos-de-prevencion-investigacion-y-sancion-de-los-actos-de-corrupcion-y-control-de-gestion-publica-sancion-de-actos-de-corrupcion/9596
531,"Por medio de la cual la Nación se asocia y rinde publico homenaje al distrito turístico, cultural e histórico de Santa Marta en el departamento del Magdalena con motivo de la celebración de los quinientos (500) años de su fundación y se dictan otras disposiciones. [500 años de Santa Marta, Magdalena]",Jul 2018 - Jul 2019,Legislativa,Proyecto de Ley,"Celebraciones, honores y monumentos",,"La presente iniciativa tiene por fin asociar el Gobierno nacional a la conmemoración de la fundación del Distrito Turístico, Cultural e Histórico de Santa Marta, que tuvo lugar el 29 de julio de 1525 y rendir un homenaje público por medio de distintos reconocimientos de carácter cultural, histórico y material, como contribución a ""la Perla de América"". La declaración de la ciudad como patrimonio cultural de la nación y la promoción desde el Gobierno nacional para la celebración de convenios para ejecutar obras de infraestructura son sólo algunos de los beneficios de los que gozará Santa Marta.",12/13/2018,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"José Luis Pinedo Campo, Miguel Ángel Pinto Hernández",ppor-medio-de-la-cual-la-nacion-se-asocia-y-rinde-publico-homenaje-al-distrito-turistico-cultural-e-historico-de-santa-marta-en-el-departamento-del-magdalena-con-motivo-de-la-celebracion-de-los-quinientos-500-anos-de-su-fundacion-y-se-dictan-otras-disposiciones-500-anos-de-santa-marta-magdalena/9852
532,Por la cual se reglamentan las segundas especialidades quirúrgicas oncológicas y se dictan otras disposiciones. [Reglamenta las segundas especialidades quirúrgicas oncológicas],Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,Profesiones,Seguridad Social y salud,La presente ley crea un marco jurídico para el adecuado desempeño de las segundas especialidades quirúrgicas encargadas del manejo de los pacientes oncológicos y establece un marco regulatorio en lo relacionado con el ejercicio y entrenamiento de la profesión.,7/24/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Luis Fernando Velasco Cháves,ppor-la-cual-se-reglamentan-las-segundas-especialidades-quirurgicas-oncologicas-y-se-dictan-otras-disposiciones-reglamenta-las-segundas-especialidades-quirurgicas-oncologicas/10108
533,"Por medio de la cual se modifica la Ley 5 de 1992, se crea la Comisión Legal para la Defensa de los niños, niñas y adolescentes y se dictan otras disposiciones. [Crea la Comisión Legal para la Defensa de los menores]",Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,Rama Legislativa,Familia,"La creación de la Comisión Legal para la Defensa de los niños, niñas y adolescentes tiene por objeto vigilar, proteger y salvaguardar los derechos fundamentales de los niños, niñas y adolescentes del país, a través del control político, vigilancia, promoción y prevención de sus derechos.",9/3/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Eduardo Enrique Pulgar Daza,ppor-medio-de-la-cual-se-modifica-la-ley-5-de-1992-se-crea-la-comision-legal-para-la-defensa-de-los-ninos-ninas-y-adolescentes-y-se-dictan-otras-disposiciones-crea-la-comision-legal-para-la-defensa-de-los-menores/10364
534,"Por la cual se crea la categoría de profesionales de policía de la Policía Nacional, se establece el régimen especial de carrera, se dictan normas relacionadas con el bienestar del personal y otras disposiciones. [Régimen especial de carrera policial]",Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,"Seguridad, defensa y fuerza pública",Profesiones,"Crear la categoría de Profesionales de Policía dentro de la jerarquía de la Policía Nacional, establecer el régimen especial de carrera y las normas relacionadas con el bienestar del personal de la Policía Nacional. Igualmente, determinar las normas especiales aplicables a los procesos de selección e incorporación de aspirantes y formación de estudiantes. Así como dictar disposiciones relacionadas con la educación policial y el bienestar del personal, para el fortalecimiento del servicio de policía en la ejecución de la misión constitucional.",11/25/2020,Radicado - Gaceta: S/N,Sin anotaciones,12/9/2020,Publicada Ponencia Segundo Debate - Gaceta: 1457/20,Segundo debate,"Juan David Vélez Trujillo, José Jaime Uscátegui Pastrana, John Harold Suárez Vargas, Ernesto Macías Tovar, Gustavo Londoño García, Paola Andrea Holguín Moreno, Christian Munir Garcés Aljure, Ricardo Alfonso Ferro Lozano, Juan Manuel Daza Iguarán, José Vicente Carreño Castro, María Fernanda Cabal Molina, Jonatán Tamayo Pérez, Bérner León Zambrano Eraso, Jaime Armando Yepes Martínez, Astrid Sánchez Montes De Oca, Anatolio Hernández Lozano, Nevardo Eneiro Rincón Vergara, Harry Giovanny González García, Lidio Arturo García Turbay, Jaime Enrique Durán Barrera, Carlos Adolfo Ardila Espinosa, Héctor Javier Vergara Sierra, José Luis Pérez Oyuela, Mauricio Parodi Díaz, Atilano Alonso Giraldo Arboleda, Luis Eduardo Diazgranados Torres, Jaime Felipe Lozada Polanco, Germán Alcides Blanco Álvarez, Juan Diego Gómez Jiménez",ppor-la-cual-se-crea-la-categoria-de-profesionales-de-policia-de-la-policia-nacional-se-establece-el-regimen-especial-de-carrera-se-dictan-normas-relacionadas-con-el-bienestar-del-personal-y-otras-disposiciones-regimen-especial-de-carrera-policial/11388
535,"Por la cual se establecen mecanismos adicionales para prevenir, remediar y sancionar la violencia intrafamiliar. [Lucha contra la violencia intrafamiliar]",Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,Familia,Justicia,"Pretende establecer mecanismos de reproche adicionales a los ya existentes en el ordenamiento jurídico, a fin de que ellos contribuya en la contensión de tales conductas por parte de quienes incurren en las mismas.",8/3/2021,Radicado - Gaceta: S/N,Sin anotaciones,3/29/2022,Aprobado Primer Debate - Gaceta: S/N,Comisión I Senado,"Efraín José Cepeda Sarabia, Alfredo Ape Cuello Baute, Buenaventura León León, Myriam Alicia Paredes Aguirre, Nora María García Burgos, Germán Alcides Blanco Álvarez, Armando Antonio Zabaraín Darce, María Fernanda Cabal Molina, Margarita María Restrepo Arango, Juan Carlos Rivera Peña, Miguel Ángel Barreto Castillo, Karen Violette Cure Corcione, Eduardo Emilio Pacheco Cuello, Milla Patricia Romero Soto, María Del Rosario Guerra De La Espriella, Ruby Helena Chagüí Spath, Adriana Magali Matiz Vargas, Emeterio José Montes Castro, Soledad Tamayo Tamayo, Esperanza Andrade Serrano, John Milton Rodríguez González, Edgar Enrique Palacio Mizrahi, Jezmi Lizeth Barraza Arraut, José Gustavo Padilla Orozco, Felipe Andrés Muñoz Delgado, Amanda Rocío González Rodríguez",ppor-la-cual-se-establecen-mecanismos-adicionales-para-prevenir-remediar-y-sancionar-la-violencia-intrafamiliar-lucha-contra-la-violencia-intrafamiliar/11644
